textOriginal,comment_url,authorDisplayName,title,videoId,video_name,description,publishedAt,likeCount,id,parentId,pubs,channelId,match_term,viewCount,vidLikeCount,likeToViewRatio
Trump is a miserable old man.,https://www.youtube.com/watch?v=OTFA_sP9eUk&lc=UgzsfHGSsmr-AhmJK-d4AaABAg,@RaBob,CNN,OTFA_sP9eUk,"Why Trump says he can't be 'nice' anymore when it comes to Harris, Democrats","In a recent interview with Fox News, former President Donald Trump doubles down on rhetoric against presumptive Democratic nominee Kamala Harris. CNN's Steve Contorno reports.  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T17:51:18Z,0,UgzsfHGSsmr-AhmJK-d4AaABAg,NA,2024-07-25T17:05:05Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,236581,2239,0.9463%
"The """"republican"""" party is the party of cowardice and fear.

They're scared of brown people.
They're scared of black people.
They're scared of gay people.
They're scared of change.
They're scared of electric stoves.
They're scared of beer.
They're scared of rights.
They're scared of humanity.
They're scared of choice.
They're scared of options.
They're scared of freedom.
They're scared of accountability.
They're scared of personal responsibility.
They're scared of human decency.
They're scared of kindness.
They're scared of tolerance.
They're scared of books.
They're scared of smart people.
They're scared of women.
They're scared of voters.

So when they get on tv and talk tough, trying to sound all macho and powerful, if you listen to what they protest, they're screaming out how terrified they are.

Must be a miserable life to spend all day every day on your knees terrified of everyone and everything around you to the point you'd rather just indulge being a psychopath instead of.......growing up.",https://www.youtube.com/watch?v=AyDtLGqMwj0&lc=UgyyBi0B3__EX_aAxml4AaABAg,@hellomsmckay,CNN,AyDtLGqMwj0,LinkedIn billionaire says it'd be 'bold' to have this fellow billionaire as VP,"LinkedIn Co-Founder Reid Hoffman tells CNN's Matt Egan why he's supporting Kamala Harris and who he'd like to see on her ticket. #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T17:07:28Z,0,UgyyBi0B3__EX_aAxml4AaABAg,NA,2024-07-25T15:26:12Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,161759,2180,1.3476%
"Miserable??! Lol childless cat lady here and living a great life. Mostly because was smart enough not to settle for losers like Vance.  Men like Vance want women to have NO choice but to settle for misogynistic, racist, insecure men like him.",https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=UgxhBQfpd6iMQlsD3q54AaABAg,@carriesmith7165,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-26T00:42:38Z,0,UgxhBQfpd6iMQlsD3q54AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
Aniston had gone through one relationship after another and was estimated from her mom forever. She's pretty but miserable. Why do people care what Aniston had to say about anything in the real world instead of the Hollywood Bible?,https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=Ugx88MOpVy-2zdI0MVJ4AaABAg,@jeannea469,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T23:46:40Z,0,Ugx88MOpVy-2zdI0MVJ4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
"What a stupid conclusion! Read her bio! I hope all the """"miserable childless cat lady's"""" cast enough votes for VP Harris to swing the election!",https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=Ugxuf3C4WYUwh2svI1N4AaABAg,@lakeside23,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T22:35:17Z,0,Ugxuf3C4WYUwh2svI1N4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
"As someone from Wales in the UK, I cannot believe how personal a presidential campaign can get. Obviously, J D Vance is a complete moron, but  surely it's about your manifesto/policies, not whether you are fortunate or unfortunate to be able to reproduce naturally?",https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=Ugxs8OlWIX8gYQF2IuF4AaABAg,@Mr1979flapjack,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T22:02:51Z,0,Ugxs8OlWIX8gYQF2IuF4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,unfortunate,406324,6214,1.5293%
Most likely Vance birth was an accident and unwanted....reason why he's so miserable 😂😂,https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=UgyMxcXJ74EDudm6pvB4AaABAg,@charrio2,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T21:52:42Z,0,UgyMxcXJ74EDudm6pvB4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
"Exactly!  It can be reversed too.  What about Trump having kids for 3 different women?  If Kamala had kids with 3 different men, they'd drag her through the mud for it

Also, what about how he included Pete Buttigieg ?  So now gay men are classified as a miserable cat-ladies?

The fact that people think like Vance feels like we are in a real life Twilight Zone.",https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=Ugxcp4hpLJke9Xa7XhN4AaABAg.A6KBCXhq_jDA6KbVcmC_Ka,@moonsyoungestsun6550,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T21:36:43Z,0,Ugxcp4hpLJke9Xa7XhN4AaABAg.A6KBCXhq_jDA6KbVcmC_Ka,Ugxcp4hpLJke9Xa7XhN4AaABAg,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
If GOPs are condemning childlessness and childless women why would they ban IVF and other forms of contraception for women who are struggling with infertility in America 🇺🇸? This is very nasty assault on women on top of abortion rights etc. Kamala is not going to be the first or last woman 👩🏽 on planet earth not to have her own children. Very disgusting and inhumane to women,https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=UgxD_TS1CM71-DzMcKB4AaABAg,@happinessisallyouneed5203,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T16:47:11Z,0,UgxD_TS1CM71-DzMcKB4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,inhumane,406324,6214,1.5293%
She just proved his point lmaoo. She is a miserable childless woman. A baron wasteland,https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=UgyrxLz0m4m4NnknIgV4AaABAg,@timothyshea9253,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T16:17:42Z,0,UgyrxLz0m4m4NnknIgV4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
Miserable Jim Acosta anti Trumper,https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=UgytwcXmtBt9XQbZMLh4AaABAg,@ndzi_karl,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T16:12:28Z,0,UgytwcXmtBt9XQbZMLh4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
He said MISERABLE childless cat ladies,https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=UgyaK-WhZx-Ld9HoEWF4AaABAg,@RayofSunshineeeee,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T15:59:08Z,0,UgyaK-WhZx-Ld9HoEWF4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
"Jennifer who?😂😂😂😂 oh, that’s right! A person who make her money play acting ( and not doing that well either!)  I think she’s mad because she IS a lonely cat lady! 😂😂😂😂😂😂😂 and for the record he didn’t say “childless” he said “miserable! “Get your facts straight and stop gaslighting issues that don’t exist except in your own minds!",https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=UgzgrJVu0CyYV3ZPVbJ4AaABAg,@terrillroot9994,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T15:49:45Z,0,UgzgrJVu0CyYV3ZPVbJ4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
"I'm not even a democrat and i disagree with what Vance said. I never understood this need to tell others how to live their life. It's totally arrogant and counterproductive. The last thing we need is to force people who don't want children to be parents. And if some women prefer to take care of animals or become a """"cat lady"""", that's a noble thing too. When did taking care of animals become a terrible thing, or miserable existence, as he put it. If you love kids, fine, have as many as you want. That's your choice. But we also need to be respectful of other people's personal choices, regardless of our political views.",https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=UgzqX7O_BTEfNLlOCOB4AaABAg,@ravena3253,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T15:46:18Z,0,UgzqX7O_BTEfNLlOCOB4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
"As a victim of an abusive marriage, I was miserable.  Now, as a single """"childless cat lady,"""" I am happy and content.  Shady Vance doesn't know anything at all about women.",https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=Ugx7Eg1C5FB4oSY2hIJ4AaABAg,@pennywanda513,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T15:43:28Z,116,Ugx7Eg1C5FB4oSY2hIJ4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
"DEI hires, miserable childless cat ladies, hawk tuah girls......🤣🤣🤣",https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=Ugxiz6S5YKsK1l-NGWl4AaABAg,@jeffreyk8875,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T15:39:50Z,1,Ugxiz6S5YKsK1l-NGWl4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,miserable,406324,6214,1.5293%
This is not good! Why republicans is against women who dont have kids or fertility or any related thereof - this is inhumane,https://www.youtube.com/watch?v=P9ZaAOQWTjo&lc=UgzHx4QSN7ikMURjyXN4AaABAg,@cuisineallfuntravelnetwork8615,CNN,P9ZaAOQWTjo,Jennifer Aniston blasts JD Vance for ‘childless cat ladies’ remark,"Jennifer Aniston is criticizing JD Vance for comments he made in his past about women without children. Aniston shared a screenshot of Vance’s appearance on her Instagram stories and wrote, “I truly can’t believe this is coming from a potential VP of The United States.”  #CNN #News

Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www.cnn.com/newsletters/5-things?source=nl-acq_social_youtubedesc&utm_source=nl-acq_social_youtubedesc",2024-07-25T15:32:00Z,1,UgzHx4QSN7ikMURjyXN4AaABAg,NA,2024-07-25T14:25:26Z,UCupvZG-5ko_eiXAupbDfxWw,inhumane,406324,6214,1.5293%
